age,canton,situation_maritale,nombre_enfants,taux_occupation,salaire_mensuel,loyer_mensuel,depenses_vitales,depenses_loisirs,a_credit,montant_credit_mensuel,score_sante_financiere,santé_financière
31,VD,célibataire,1,80,6012,2226,2163,1001,oui,751,43,moyenne
27,OW,marié,0,100,7321,1738,1660,1063,non,0,100,bonne
47,AG,célibataire,0,80,6158,1946,1561,1250,oui,1117,63,moyenne
42,AG,marié,0,80,5671,1415,1473,932,oui,523,100,bonne
62,AI,divorcé,0,100,6946,2178,1892,1114,oui,1005,76,moyenne
59,AG,célibataire,0,100,8628,2568,2596,1423,non,0,100,moyenne
39,LU,divorcé,0,100,7284,3252,3705,2481,oui,2832,0,très_mauvaise
49,VS,divorcé,0,80,6930,2093,1806,1412,oui,1175,68,moyenne
61,FR,divorcé,0,100,7673,2483,2473,1583,non,0,85,moyenne
52,GR,divorcé,0,80,6669,2042,1888,1166,non,0,89,moyenne
34,JU,marié,1,80,5265,1650,1273,918,oui,1027,71,moyenne
63,BL,marié,2,100,10254,5144,4632,2174,oui,2897,0,très_mauvaise
41,JU,marié,1,100,8149,2555,2854,1962,oui,1600,32,mauvaise
63,GR,marié,3,80,6145,1778,1865,840,oui,504,95,bonne
46,LU,divorcé,0,100,6196,1751,1510,724,oui,669,95,bonne
50,JU,célibataire,0,100,8150,3000,2397,1583,non,0,85,mauvaise
49,VS,célibataire,0,50,3086,888,852,488,oui,550,75,moyenne
41,LU,célibataire,0,80,5054,1931,1887,934,oui,1161,28,mauvaise
37,VS,marié,3,80,6612,2460,2260,1196,non,0,76,mauvaise
44,GE,marié,2,100,7833,4519,3213,1445,oui,1926,12,mauvaise
49,JU,marié,1,80,6694,2482,2450,1362,non,0,60,mauvaise
28,BS,célibataire,0,80,5637,3001,2433,1949,oui,2150,0,très_mauvaise
34,TG,marié,2,100,6002,1993,1633,1189,oui,880,76,moyenne
27,NW,célibataire,0,100,6960,1892,1828,1068,oui,909,88,moyenne
65,GE,marié,3,100,12090,5341,3452,1499,non,0,86,bonne
42,NE,marié,0,100,7005,2278,2242,1173,non,0,89,moyenne
60,GL,veuf,0,100,8224,2992,2863,1572,non,0,80,mauvaise
46,ZG,marié,4,100,9645,3681,3813,1913,oui,1378,41,moyenne
58,SH,marié,2,80,6495,1718,2106,1398,oui,1058,68,moyenne
32,SZ,marié,1,80,7216,1574,1509,625,non,0,100,très_bonne
64,TI,marié,2,100,9066,1692,2268,929,non,0,100,très_bonne
43,AG,célibataire,0,100,9153,2879,2621,1165,oui,908,96,bonne
65,TI,marié,1,100,7619,2713,2691,1400,non,0,72,moyenne
61,AI,divorcé,1,80,5401,1257,1068,683,non,0,100,très_bonne
30,NE,marié,1,100,8263,3301,3339,2031,non,0,54,mauvaise
50,BS,marié,2,100,9425,2963,2558,1352,non,0,100,bonne
58,TI,veuf,0,100,7699,2725,2319,1089,non,0,92,moyenne
30,UR,marié,0,100,7010,3847,2906,1964,oui,1871,0,très_mauvaise
61,GL,marié,0,80,6926,3601,3275,1805,oui,2040,0,très_mauvaise
57,NW,marié,1,100,7378,2653,2421,1184,oui,1218,51,moyenne
46,AR,divorcé,1,80,4721,1906,1404,1235,non,0,58,mauvaise
45,OW,divorcé,0,100,8006,3239,2299,1724,oui,2067,7,mauvaise
30,SZ,divorcé,0,100,8410,3959,2802,2224,non,0,42,mauvaise
30,SH,marié,1,100,7830,2298,1819,927,non,0,100,bonne
28,TI,marié,1,100,8039,3303,2985,2042,oui,1699,14,mauvaise
54,BL,célibataire,0,50,3812,1049,1099,451,non,0,95,bonne
35,FR,marié,2,50,4344,1177,976,629,non,0,100,bonne
54,GR,divorcé,1,80,5384,1865,1546,1118,non,0,76,moyenne
55,UR,divorcé,2,100,7527,3042,2566,2022,oui,1687,22,mauvaise
48,GL,marié,1,100,6182,2809,2948,2005,non,0,10,très_mauvaise
33,NE,marié,0,80,6448,2004,1715,995,non,0,96,moyenne
27,SO,célibataire,0,100,6582,1761,1863,1011,oui,616,88,bonne
55,SG,marié,0,80,7400,4362,2823,2536,oui,2989,0,très_mauvaise
64,GR,marié,0,100,9206,2986,2550,1099,oui,1198,96,bonne
61,TI,marié,0,100,6493,2101,1845,1130,non,0,89,moyenne
60,GE,célibataire,0,100,11543,4106,3438,1452,non,0,100,très_bonne
48,JU,marié,3,80,6717,2679,1994,1855,oui,1591,28,mauvaise
55,SO,célibataire,0,100,8045,2250,2177,1145,non,0,100,bonne
30,AI,veuf,0,50,3460,767,888,495,non,0,100,bonne
26,BS,marié,2,50,3113,1425,1387,664,oui,598,2,mauvaise
44,BL,divorcé,0,100,8169,3495,3581,1499,non,0,52,mauvaise
52,AI,célibataire,0,100,7877,3722,3746,1801,oui,3140,0,très_mauvaise
35,VS,célibataire,1,50,4133,1247,904,616,non,0,100,bonne
28,JU,marié,4,100,7618,2045,2475,1270,oui,1022,80,moyenne
39,TI,marié,0,100,5677,2910,2236,1764,oui,2218,0,très_mauvaise
30,ZH,marié,3,100,6549,3160,2264,1511,non,0,48,mauvaise
54,AI,célibataire,1,100,7410,3935,3598,1746,oui,2784,0,très_mauvaise
62,AR,célibataire,0,80,6613,2920,2591,1403,non,0,40,très_mauvaise
26,OW,marié,2,80,4763,1504,1780,1088,non,0,68,mauvaise
39,BS,célibataire,0,100,9853,5705,3894,2345,oui,2713,0,très_mauvaise
35,GL,célibataire,0,50,4015,1614,1454,1016,non,0,40,mauvaise
32,NW,marié,2,100,6114,1676,1916,874,non,0,100,moyenne
50,BE,célibataire,0,80,6939,2160,2302,1308,oui,1286,54,moyenne
29,BS,célibataire,0,100,7345,3275,3099,1874,oui,1334,10,mauvaise
30,TI,célibataire,0,100,5898,2309,2530,1588,oui,1480,5,mauvaise
50,SH,veuf,0,100,8194,1859,1486,924,non,0,100,très_bonne
28,AI,marié,1,100,6659,2562,2605,1640,oui,1605,20,mauvaise
43,SO,divorcé,1,80,6521,2973,2586,1886,oui,2596,0,très_mauvaise
44,TG,célibataire,0,50,4201,1390,1407,818,non,0,84,mauvaise
57,ZG,marié,1,100,8910,3478,2729,1329,oui,1626,57,moyenne
44,FR,célibataire,1,100,6739,3070,3300,1795,oui,1687,0,très_mauvaise
36,SG,marié,3,100,6117,1429,1121,544,non,0,100,très_bonne
25,BS,marié,2,100,6335,3102,2157,1175,oui,1512,26,mauvaise
50,OW,marié,2,100,8395,2629,2713,1736,non,0,85,mauvaise
38,AG,marié,0,100,7224,2172,1872,1041,oui,716,95,bonne
62,SO,marié,0,50,3366,1153,1058,920,non,0,68,mauvaise
61,ZG,célibataire,0,100,9033,4208,3558,2345,non,0,38,mauvaise
35,TI,marié,4,50,3505,1240,1088,541,oui,594,53,moyenne
60,OW,marié,2,100,8920,4548,4263,2872,oui,2407,0,très_mauvaise
37,GE,divorcé,1,100,8539,3234,2851,974,non,0,92,bonne
27,GE,célibataire,0,100,9932,3987,3496,2104,oui,1741,23,moyenne
57,NE,divorcé,1,80,7165,2641,2155,1766,oui,1755,28,mauvaise
30,GE,marié,2,100,7255,4078,3177,1634,non,0,20,mauvaise
34,AI,marié,1,80,5315,2352,2231,1815,oui,1731,0,très_mauvaise
29,TG,célibataire,0,80,5052,1427,1233,765,oui,510,88,bonne
47,AI,marié,2,80,5226,1678,1285,837,oui,663,76,moyenne
34,OW,marié,0,100,5543,1173,1113,446,oui,251,100,très_bonne
26,SZ,marié,0,50,4521,1734,1569,907,non,0,68,moyenne
37,TI,divorcé,2,80,6731,1791,1567,941,oui,810,95,bonne
64,UR,marié,2,80,5354,2134,1998,1259,oui,1214,20,mauvaise
26,BE,marié,2,80,6189,3460,2807,1868,oui,2224,0,très_mauvaise
44,OW,divorcé,2,50,3502,659,531,367,non,0,100,très_bonne
25,ZG,marié,1,80,5490,2615,2598,1300,oui,1164,0,mauvaise
61,SG,marié,2,100,8345,2522,2420,1405,non,0,93,bonne
33,SH,célibataire,0,100,5857,2067,2237,1299,oui,1519,5,mauvaise
41,NW,marié,2,80,6936,2840,2328,1406,oui,1735,3,mauvaise
33,VD,marié,3,100,7435,2167,2281,846,non,0,100,bonne
35,AG,divorcé,0,80,6929,2278,1986,804,non,0,96,bonne
39,ZH,célibataire,0,80,8111,2610,2280,1119,non,0,100,bonne
48,TG,célibataire,0,100,9157,1769,1560,977,non,0,100,très_bonne
62,GE,marié,0,100,10453,5427,3827,1849,non,0,36,moyenne
59,AR,célibataire,0,100,9477,2919,2361,2018,non,0,100,moyenne
54,GR,marié,0,80,5450,1453,1276,913,oui,769,88,bonne
55,LU,marié,3,100,7598,2224,2229,1063,non,0,100,moyenne
29,GR,marié,2,100,7122,1523,1692,791,non,0,100,très_bonne
38,BE,divorcé,2,100,8903,3975,3543,2229,oui,1707,14,mauvaise
35,FR,marié,2,100,7599,3384,2666,1809,oui,2815,0,très_mauvaise
33,SO,marié,0,50,4179,1382,1204,672,non,0,84,moyenne
58,NE,célibataire,0,50,3981,1732,1601,856,oui,1080,0,mauvaise
36,LU,marié,3,100,7095,2998,2450,1796,oui,1870,3,mauvaise
59,NW,divorcé,1,80,7990,2707,2238,1473,non,0,93,moyenne
59,GL,célibataire,0,100,6877,1217,1503,940,non,0,100,très_bonne
25,AG,marié,2,50,3037,1378,1028,783,oui,835,0,mauvaise
64,GR,célibataire,0,100,8678,3378,2845,1783,non,0,72,mauvaise
46,BL,célibataire,0,50,3432,705,627,289,non,0,100,très_bonne
53,BL,célibataire,0,80,8381,1706,2081,759,non,0,100,très_bonne
32,NE,célibataire,0,100,7280,3193,2333,1955,oui,1327,18,mauvaise
35,AG,divorcé,1,50,4090,1047,1183,602,oui,417,83,bonne
65,VS,marié,2,80,5354,1776,1793,1073,non,0,76,moyenne
61,BS,célibataire,0,50,3946,1140,1070,377,non,0,100,très_bonne
38,SG,marié,3,100,5968,1838,1322,830,non,0,100,bonne
54,VD,célibataire,0,100,7132,2491,2534,1142,non,0,76,moyenne
59,BS,marié,2,100,10274,3352,2544,1136,non,0,100,bonne
45,BL,célibataire,0,100,6880,1825,1397,832,non,0,100,très_bonne
61,GE,célibataire,0,80,8340,4156,3387,1178,non,0,59,moyenne
29,BS,divorcé,1,50,4107,1971,1386,768,oui,762,26,mauvaise
43,AG,célibataire,0,80,6997,2507,1831,1234,non,0,88,moyenne
38,SH,marié,1,100,8447,2593,1832,1170,non,0,100,bonne
50,NW,marié,2,100,8943,2485,2056,1283,oui,1008,100,bonne
28,BL,célibataire,1,80,5697,1881,1992,1120,oui,845,59,moyenne
49,OW,marié,2,50,4269,1376,1428,1047,non,0,76,mauvaise
49,NE,marié,2,80,6732,1730,1535,760,non,0,100,bonne
42,AG,célibataire,0,80,5568,1036,882,659,non,0,100,très_bonne
64,AG,célibataire,0,50,4985,1134,924,539,non,0,100,très_bonne
32,UR,célibataire,0,80,6008,1624,1695,931,non,0,96,bonne
63,AG,divorcé,2,50,4893,1930,1623,1280,oui,1178,28,mauvaise
64,ZG,marié,2,100,9901,4203,3705,1913,oui,1337,31,moyenne
38,AI,célibataire,0,80,4815,1934,2236,1169,oui,1439,0,très_mauvaise
56,UR,divorcé,1,100,8324,2819,2029,1600,oui,1054,80,moyenne
62,OW,célibataire,0,100,6592,1644,1648,981,non,0,100,bonne
57,GL,célibataire,0,100,9120,2933,3461,2123,non,0,76,mauvaise
47,NE,célibataire,0,50,3800,1257,1110,561,oui,613,68,moyenne
39,AI,marié,1,100,7253,3351,2426,2000,oui,2511,3,très_mauvaise
57,SZ,célibataire,0,80,6600,2420,1723,1051,oui,628,75,bonne
49,TI,marié,3,50,3322,1328,1401,851,oui,660,12,mauvaise
41,VD,divorcé,2,100,6664,2652,2308,1256,oui,1318,36,moyenne
57,FR,célibataire,0,100,6460,2782,2109,1410,non,0,58,mauvaise
26,VS,célibataire,1,80,4730,1579,1313,1018,oui,920,53,moyenne
38,BL,marié,2,100,9077,2624,2460,1055,non,0,100,bonne
64,JU,marié,1,80,7706,2420,2423,1969,oui,1648,40,mauvaise
64,SH,divorcé,1,100,8684,2517,2407,1775,oui,1528,79,moyenne
63,NW,marié,2,100,7225,1924,1870,910,non,0,100,bonne
30,TG,célibataire,0,50,3901,942,994,490,non,0,100,bonne
30,OW,célibataire,1,80,5173,2555,2361,1422,oui,2057,0,très_mauvaise
27,NW,célibataire,0,100,6137,1976,1820,999,non,0,89,moyenne
31,SZ,marié,4,100,8529,3729,3163,1614,non,0,62,mauvaise
32,TI,célibataire,0,100,5694,1583,1394,649,non,0,100,bonne
39,GR,célibataire,0,100,8635,4718,4397,2601,oui,3464,0,très_mauvaise
53,VS,marié,1,100,6360,2098,1910,1410,non,0,76,mauvaise
57,BS,célibataire,0,80,8515,5680,3921,2755,oui,2976,0,très_mauvaise
54,OW,marié,0,100,8501,1367,1917,1051,non,0,100,très_bonne
63,ZH,célibataire,1,50,3974,1189,890,493,oui,279,94,très_bonne
51,UR,divorcé,1,100,7428,1407,1423,649,non,0,100,très_bonne
60,AG,célibataire,0,100,9242,2708,2384,1449,oui,1473,96,moyenne
53,BS,divorcé,1,100,9181,2758,3008,1464,non,0,97,bonne
62,AR,célibataire,0,100,7258,2412,1941,1201,oui,898,76,moyenne
57,LU,marié,0,50,3360,1109,1136,723,non,0,68,moyenne
61,VS,célibataire,1,100,7647,1981,1778,1088,non,0,100,bonne
51,JU,marié,0,80,5993,1469,1517,877,non,0,100,bonne
57,TG,célibataire,0,100,8947,2280,2195,1112,oui,793,100,bonne
28,GL,marié,0,80,4346,819,1015,487,non,0,100,très_bonne
46,SO,marié,3,50,3659,719,582,358,non,0,100,très_bonne
26,AI,marié,0,80,5318,1448,1598,917,non,0,96,moyenne
34,ZG,marié,3,80,5842,3086,2731,1550,oui,1484,0,mauvaise
29,LU,célibataire,0,100,8535,2936,2826,1586,non,0,93,moyenne
34,SZ,célibataire,0,100,9559,5945,3776,2029,oui,2809,0,très_mauvaise
57,TG,marié,0,100,9332,1639,2205,1197,non,0,100,très_bonne
62,SH,célibataire,0,50,3665,864,749,311,non,0,100,très_bonne
37,JU,célibataire,0,80,4940,1172,1296,716,non,0,100,bonne
55,AR,célibataire,0,100,7118,1595,2026,916,oui,1130,93,bonne
60,OW,célibataire,0,50,4068,1306,1547,1117,non,0,68,mauvaise
48,JU,marié,3,100,6541,1030,1162,662,non,0,100,très_bonne
39,UR,marié,1,50,4024,619,831,559,non,0,100,très_bonne
53,GL,divorcé,1,100,7622,3729,2886,2346,oui,1989,0,très_mauvaise
32,AG,marié,2,100,8338,3844,3955,2757,oui,3086,0,très_mauvaise
29,SZ,divorcé,1,100,8338,3807,2936,1538,oui,1728,22,mauvaise
53,BL,marié,0,100,8377,3014,2485,934,non,0,92,bonne
28,AI,divorcé,1,100,7371,2625,2489,2014,oui,1697,28,mauvaise
36,ZH,marié,1,100,9506,4918,3606,2660,oui,2360,8,mauvaise
26,BL,marié,0,100,7555,2972,3387,1613,oui,1917,9,mauvaise
51,VD,marié,2,80,6604,2368,1825,1427,non,0,75,moyenne
55,SO,célibataire,0,100,8712,1779,1479,1217,non,0,100,très_bonne
60,TI,célibataire,0,100,9123,3124,2548,1204,oui,1411,91,bonne
60,GL,divorcé,1,100,9451,2764,2789,1932,non,0,96,moyenne
50,GE,divorcé,2,100,10843,8059,5842,2779,oui,2813,0,très_mauvaise
51,GL,marié,1,80,5191,1349,1496,894,oui,632,76,moyenne
29,NE,divorcé,0,100,7211,2917,2195,1781,oui,1654,18,mauvaise
44,SH,divorcé,0,80,5191,1666,1655,1175,non,0,76,mauvaise
35,BL,marié,3,100,7184,3335,3130,1486,oui,1587,10,mauvaise
34,LU,marié,0,80,4708,1820,1625,1140,non,0,68,mauvaise
64,UR,marié,1,80,6925,3067,2804,2306,oui,2190,0,très_mauvaise
62,TG,marié,0,100,8601,2758,2513,1799,non,0,85,moyenne
30,AR,célibataire,0,100,6892,3759,3352,2377,oui,1844,0,très_mauvaise
32,AR,marié,2,100,7240,2003,1682,1029,non,0,100,bonne
47,TI,marié,0,100,7335,2264,1740,1244,oui,707,88,bonne
50,BL,marié,0,80,6818,2375,2129,1261,oui,1181,59,moyenne
36,ZG,divorcé,1,50,4321,1445,1483,599,non,0,91,bonne
50,GE,célibataire,1,100,8921,2716,2541,961,non,0,100,très_bonne
37,FR,célibataire,0,100,6530,2283,2336,1576,oui,1677,13,mauvaise
64,BS,marié,2,100,11205,3993,3845,1966,oui,1751,59,moyenne
42,SH,marié,0,100,8406,2733,3070,1857,oui,2203,17,mauvaise
49,ZH,célibataire,0,100,9265,3673,2759,1511,oui,1587,59,moyenne
57,SH,marié,2,100,7688,3589,3009,1956,oui,2881,0,très_mauvaise
64,SH,marié,0,100,10015,5261,3558,2953,oui,3829,0,très_mauvaise
36,GL,divorcé,1,100,7818,2031,1789,916,oui,626,100,bonne
60,AI,marié,2,100,9376,4555,3987,2405,oui,2695,3,très_mauvaise
28,SH,célibataire,0,100,7655,1971,2075,1166,oui,1184,92,bonne
29,ZH,marié,4,100,8240,2800,2595,1277,non,0,93,bonne
61,AI,divorcé,0,50,3271,650,618,322,non,0,100,très_bonne
32,GR,marié,0,80,4962,1364,1423,688,oui,752,83,bonne
52,NW,marié,1,50,4406,2230,1958,1294,oui,1659,0,très_mauvaise
55,AR,célibataire,0,80,6754,1723,1675,959,oui,849,95,moyenne
33,NE,divorcé,1,50,3181,1069,1008,679,non,0,68,moyenne
53,SG,marié,3,100,6490,1354,1412,642,non,0,100,très_bonne
38,AG,marié,2,100,8610,2161,2266,1362,non,0,100,bonne
64,VS,célibataire,0,80,5434,1880,1372,1162,oui,702,68,moyenne
65,BL,divorcé,2,100,7578,2660,2331,1379,non,0,85,moyenne
46,ZG,marié,2,100,9401,4675,3006,1474,non,0,74,moyenne
35,NE,divorcé,1,50,3400,1024,1119,537,non,0,76,moyenne
47,NE,marié,2,80,5502,1801,1340,852,non,0,96,bonne
25,AR,célibataire,1,100,5589,2202,2398,1637,oui,1830,0,très_mauvaise
61,GE,célibataire,0,100,11694,5613,3612,2371,oui,2079,31,moyenne
45,JU,marié,1,100,6014,3084,2527,1853,oui,2322,0,très_mauvaise
50,LU,marié,3,100,9447,2281,2120,878,non,0,100,très_bonne
60,NE,marié,2,80,5628,1247,1095,549,oui,535,100,très_bonne
47,ZH,marié,2,100,9415,3268,2683,1259,non,0,100,bonne
25,AI,marié,3,100,5833,1671,1357,946,non,0,100,bonne
64,GL,célibataire,0,100,8741,2002,1866,775,non,0,100,très_bonne
39,VS,célibataire,0,80,4981,1879,1689,1070,non,0,68,mauvaise
45,BL,divorcé,2,100,7651,3410,2812,2060,oui,1511,14,mauvaise
33,GL,marié,2,80,4643,1483,1174,848,non,0,96,moyenne
33,SG,marié,2,100,6123,3583,2438,1952,oui,1893,0,très_mauvaise
34,VD,marié,4,100,8091,2163,1673,821,non,0,100,très_bonne
50,VS,marié,1,100,6616,3626,2494,2018,oui,2697,0,très_mauvaise
65,SH,célibataire,0,100,8738,2717,2393,1579,oui,1148,80,moyenne
59,TI,marié,0,50,3607,1709,1349,793,non,0,32,mauvaise
49,TI,veuf,0,100,8133,4739,3868,1785,oui,3279,0,très_mauvaise
50,NW,marié,0,80,7591,3665,2605,2086,oui,2140,7,très_mauvaise
35,AR,célibataire,0,50,3186,1014,924,715,oui,655,38,mauvaise
62,AI,marié,4,80,5655,2640,2550,1688,non,0,10,très_mauvaise
26,AG,marié,2,100,8408,1771,1944,765,non,0,100,très_bonne
31,OW,célibataire,1,80,5949,1951,2001,1262,oui,1162,46,mauvaise
42,VS,divorcé,2,80,6084,2525,2798,2033,oui,1948,0,très_mauvaise
51,ZH,célibataire,0,100,9545,3664,2893,1445,non,0,89,bonne
58,BS,divorcé,0,100,11160,4165,3786,1898,oui,2229,44,moyenne
51,GR,marié,1,100,6242,1576,1697,952,non,0,100,bonne
41,AI,marié,1,100,7843,2206,2083,1119,non,0,100,bonne
48,BS,marié,0,100,9639,2685,1943,772,non,0,100,très_bonne
49,TG,célibataire,0,100,7873,2129,1932,1306,non,0,100,bonne
31,BL,marié,0,100,6619,2663,2225,1369,oui,1412,18,mauvaise
30,GL,divorcé,1,80,6226,1992,1772,1092,oui,753,69,moyenne
48,JU,marié,3,50,4400,1231,1397,876,oui,638,76,moyenne
57,VD,marié,2,80,7064,2535,2214,1148,non,0,81,moyenne
53,ZH,veuf,0,80,6995,3370,2675,1819,oui,1763,0,mauvaise
46,JU,célibataire,0,100,7083,2773,2354,1400,oui,1590,36,mauvaise
50,TI,célibataire,0,100,6268,2003,1875,823,non,0,96,bonne
52,NW,célibataire,0,50,4162,1890,1666,1423,oui,1148,0,très_mauvaise
45,AR,marié,3,100,6065,3222,2675,1319,oui,2165,0,très_mauvaise
31,VD,marié,1,100,9385,4350,3668,1923,oui,2377,3,mauvaise
41,BL,marié,2,100,7779,2656,2368,1277,non,0,93,bonne
44,BL,divorcé,1,100,6931,1325,1341,942,non,0,100,très_bonne
65,ZG,marié,2,50,5251,2126,1990,1046,oui,927,23,moyenne
44,NE,marié,3,100,6496,1661,1458,1030,oui,833,88,bonne
46,AR,célibataire,0,80,5047,2310,1700,1660,oui,2026,0,très_mauvaise
52,UR,divorcé,2,100,7530,2122,2075,1201,non,0,100,moyenne
64,BL,célibataire,0,100,8396,4482,4147,1833,oui,2712,0,très_mauvaise
31,BS,marié,4,100,7012,2512,2468,1138,non,0,68,moyenne
25,SZ,célibataire,1,50,3834,1033,906,352,non,0,100,très_bonne
56,NW,célibataire,0,50,4613,2310,2012,1496,oui,1528,0,très_mauvaise
37,GL,marié,3,80,5973,1360,1512,737,oui,867,100,bonne
54,SZ,célibataire,0,100,8483,2718,2168,948,non,0,100,bonne
47,ZG,divorcé,0,80,8316,3412,2882,1334,non,0,70,bonne
43,SH,marié,2,80,6206,2513,3021,2127,oui,1671,0,très_mauvaise
56,JU,marié,0,100,6232,2297,2250,1132,non,0,68,mauvaise
54,BS,marié,2,50,4623,2911,2267,1144,non,0,10,très_mauvaise
53,UR,marié,0,100,6077,3096,2374,1388,oui,1723,0,très_mauvaise
53,TG,divorcé,0,80,7307,2132,2066,1170,non,0,96,bonne
54,GL,célibataire,0,50,3985,1321,968,649,oui,516,68,moyenne
40,SG,célibataire,0,50,3002,818,834,446,non,0,97,bonne
64,GL,célibataire,0,100,9388,3789,3404,1769,oui,2210,26,mauvaise
43,TI,divorcé,0,100,5970,2993,2447,1886,oui,2000,0,très_mauvaise
42,ZH,veuf,0,80,7877,3254,2382,1128,oui,941,62,bonne
25,TG,célibataire,1,100,7382,2071,1889,1543,oui,1425,70,moyenne
38,BE,marié,0,100,7121,3674,3285,1625,oui,2414,0,très_mauvaise
26,UR,célibataire,1,80,6337,1460,1366,577,non,0,100,très_bonne
52,NE,célibataire,0,100,7256,3171,2741,1433,oui,2013,3,mauvaise
54,TI,marié,0,80,6765,2327,2022,1038,non,0,89,bonne
62,ZH,célibataire,0,50,5234,3539,2859,1226,oui,2155,0,très_mauvaise
28,NW,marié,1,100,8021,2834,2725,1499,oui,1438,55,moyenne
25,ZH,marié,2,80,5102,1156,1048,412,non,0,100,très_bonne
32,ZG,marié,1,100,9865,3149,1914,1265,non,0,100,très_bonne
53,LU,marié,2,50,3355,1335,1283,740,non,0,42,mauvaise
63,BS,marié,0,100,9593,2028,2142,1099,non,0,100,très_bonne
27,AG,marié,2,80,5576,2475,1887,1256,oui,1497,3,mauvaise
56,AR,célibataire,0,100,8674,1441,1395,729,non,0,100,très_bonne
34,VD,marié,2,50,3862,1439,1248,628,oui,600,43,bonne
34,AI,célibataire,0,100,5811,2043,1853,1137,oui,1247,46,mauvaise
43,FR,célibataire,0,50,3018,506,654,354,oui,181,99,très_bonne
58,VD,marié,0,100,9332,3180,3499,1940,oui,1507,41,moyenne
57,OW,divorcé,0,100,7843,2667,2914,1928,non,0,72,mauvaise
47,SG,célibataire,1,100,6217,2473,2605,1609,oui,1216,20,mauvaise
52,TI,célibataire,0,80,5923,1317,1297,497,non,0,100,très_bonne
56,VD,célibataire,0,100,10159,3553,2795,1306,oui,1421,96,bonne
31,NE,marié,2,80,5603,2073,2227,1157,oui,1315,20,mauvaise
53,SG,marié,2,100,7327,2430,2639,1974,oui,1332,28,mauvaise
32,TI,célibataire,0,100,6546,2550,2615,1477,oui,1477,20,mauvaise
25,AG,marié,2,100,8414,3271,3403,1914,non,0,54,mauvaise
27,GR,marié,2,100,7752,4434,3625,2658,non,0,4,très_mauvaise
48,SO,marié,2,50,3542,1177,1098,552,oui,513,61,moyenne
47,NE,marié,0,100,7288,4299,3489,2340,non,0,0,très_mauvaise
32,NW,marié,2,50,3651,2027,1675,984,oui,1179,0,très_mauvaise
61,FR,marié,2,80,5766,1705,1572,1158,oui,1057,70,moyenne
27,NW,marié,0,80,6545,3371,2688,2150,oui,2589,0,très_mauvaise
57,SZ,célibataire,0,100,8163,2665,2031,1240,non,0,100,bonne
52,BS,marié,2,100,9210,5854,4192,2107,oui,2904,0,très_mauvaise
32,AI,marié,2,50,4153,1229,1179,806,non,0,91,moyenne
58,GE,célibataire,0,100,8452,3126,2419,956,oui,1112,72,bonne
59,TI,célibataire,0,80,6309,2948,2226,1632,oui,1650,0,mauvaise
56,GR,célibataire,0,80,7553,1741,1722,1052,non,0,100,très_bonne
48,LU,divorcé,0,50,3163,1106,795,586,non,0,83,moyenne
38,TG,célibataire,0,100,7602,2541,2303,2058,oui,1613,40,mauvaise
56,AR,divorcé,0,100,8666,2004,1567,744,non,0,100,très_bonne
40,SZ,marié,1,80,7797,2276,1894,749,non,0,100,très_bonne
28,BL,divorcé,1,80,5204,1771,1312,707,non,0,100,bonne
61,AG,marié,2,80,6505,2335,2177,1582,non,0,68,mauvaise
45,BS,divorcé,1,100,9112,4770,3745,1845,oui,2402,0,mauvaise
38,VS,célibataire,1,50,3299,968,914,547,non,0,90,bonne
55,TI,marié,2,100,6964,2931,3065,1881,oui,1390,10,mauvaise
42,SZ,célibataire,0,100,8331,2769,2849,1190,oui,1011,80,moyenne
31,OW,marié,0,80,4859,1093,1264,700,oui,468,100,bonne
34,NW,marié,2,100,6695,1999,1522,785,non,0,100,bonne
31,JU,marié,2,50,3953,941,858,551,non,0,100,bonne
57,FR,marié,0,100,8464,1689,1277,829,non,0,100,très_bonne
47,AI,célibataire,0,80,5268,1080,1204,575,non,0,100,très_bonne
45,GL,marié,3,100,6267,2120,1593,1118,oui,926,76,moyenne
43,ZG,marié,3,100,10706,7744,4442,3693,oui,4492,0,très_mauvaise
43,UR,célibataire,1,100,8105,2265,2124,1097,oui,988,99,bonne
60,TI,divorcé,0,100,6860,4078,3742,1990,non,0,0,très_mauvaise
53,TI,divorcé,1,100,6618,3037,2841,1746,oui,1804,0,mauvaise
42,GL,divorcé,0,50,4334,1228,1086,693,oui,466,83,bonne
26,GE,marié,3,80,6210,2243,2010,929,non,0,88,bonne
25,NW,célibataire,0,50,3778,1122,1018,573,oui,594,75,bonne
29,AR,veuf,0,100,7179,2189,2283,1246,oui,999,69,moyenne
44,TI,marié,1,100,8285,2097,1406,697,non,0,100,très_bonne
35,LU,célibataire,0,100,8730,2286,2304,1385,non,0,100,bonne
26,SG,marié,3,100,6588,2007,1855,1053,non,0,89,bonne
27,SO,célibataire,1,100,5911,1777,2019,1108,non,0,89,moyenne
47,ZG,marié,3,100,10922,5039,4102,1620,oui,1898,38,moyenne
36,SZ,célibataire,0,100,9205,3958,3042,1993,oui,2348,11,mauvaise
44,GE,marié,4,100,7283,2790,2235,1041,non,0,88,bonne
29,FR,marié,4,50,3852,701,805,388,non,0,100,très_bonne
61,AR,marié,1,100,6868,1593,1488,979,oui,572,100,bonne
62,SH,célibataire,0,100,7676,2565,1998,1294,oui,1459,75,moyenne
54,UR,marié,0,100,7631,1985,1742,1145,oui,1199,92,bonne
